['1399054500', '591.3300', '591.3600', '591.2100', '591.3000', '2600', '2014-05-02 14:15:00']
['1399054619', '591.2800', '591.3200', '591.1900', '591.2600', '27600', '2014-05-02 14:16:59']
['1399054620', '591.4900', '591.4900', '591.2800', '591.3200', '13300', '2014-05-02 14:17:00']
['1399054681', '591.4400', '591.5699', '591.3500', '591.5400', '10800', '2014-05-02 14:18:01']
['1399054742', '591.4601', '591.6281', '591.4000', '591.4200', '14100', '2014-05-02 14:19:02']
['1399054802', '591.5000', '591.5900', '591.4100', '591.5600', '9100', '2014-05-02 14:20:02']
['1399054868', '591.6300', '591.6400', '591.4900', '591.5225', '6400', '2014-05-02 14:21:08']
['1399054923', '591.6800', '591.7400', '591.6100', '591.6500', '12600', '2014-05-02 14:22:03']
['1399055038', '591.5600', '591.7499', '591.5600', '591.6500', '9100', '2014-05-02 14:23:58']
['1399055041', '591.5860', '591.7400', '591.5300', '591.5900', '7500', '2014-05-02 14:24:01']
['1399055159', '591.5000', '591.7500', '591.5000', '591.5001', '16000', '2014-05-02 14:25:59']
['1399055160', '591.4800', '591.5350', '591.3500', '591.5100', '8300', '2014-05-02 14:26:00']
['1399055223', '591.4000', '591.6700', '591.3800', '591.5800', '8200', '2014-05-02 14:27:03']
['1399055298', '591.3320', '591.4700', '591.2610', '591.3300', '4200', '2014-05-02 14:28:18']
['1399055341', '591.4500', '591.5200', '591.3600', '591.4400', '13300', '2014-05-02 14:29:01']
['1399055405', '591.4308', '591.5500', '591.3928', '591.4700', '8100', '2014-05-02 14:30:05']
['1399055463', '591.4908', '591.5600', '591.4100', '591.5500', '5500', '2014-05-02 14:31:03']
['1399055524', '591.6200', '591.6500', '591.4900', '591.4900', '8000', '2014-05-02 14:32:04']
['1399055596', '591.7300', '591.7399', '591.6400', '591.6400', '3400', '2014-05-02 14:33:16']
['1399055646', '591.8000', '591.8000', '591.6200', '591.6800', '13000', '2014-05-02 14:34:06']
['1399055708', '591.8297', '591.9200', '591.7000', '591.8000', '11800', '2014-05-02 14:35:08']
['1399055763', '591.8600', '591.8800', '591.5900', '591.7700', '15800', '2014-05-02 14:36:03']
['1399055820', '591.6900', '591.9700', '591.6400', '591.7900', '12800', '2014-05-02 14:37:00']
['1399055880', '591.8000', '591.8100', '591.6200', '591.7700', '7500', '2014-05-02 14:38:00']
['1399055958', '591.9000', '591.9600', '591.7900', '591.7900', '5100', '2014-05-02 14:39:18']
['1399056000', '591.9600', '592.0000', '591.7600', '591.9200', '15500', '2014-05-02 14:40:00']
['1399056063', '592.0000', '592.0900', '591.9100', '591.9100', '13800', '2014-05-02 14:41:03']
['1399056177', '592.2350', '592.2800', '591.9700', '592.0700', '11800', '2014-05-02 14:42:57']
['1399056181', '592.0600', '592.2800', '591.9950', '592.2350', '11700', '2014-05-02 14:43:01']
['1399056245', '592.2000', '592.2399', '591.9601', '591.9601', '11400', '2014-05-02 14:44:05']
['1399056301', '592.2799', '592.2799', '592.0100', '592.1400', '9600', '2014-05-02 14:45:01']
['1399056416', '592.1700', '592.3400', '592.1100', '592.1100', '10000', '2014-05-02 14:46:56']
['1399056421', '592.2200', '592.2200', '592.1200', '592.1800', '5300', '2014-05-02 14:47:01']
['1399056487', '592.2799', '592.2799', '592.0900', '592.2250', '9100', '2014-05-02 14:48:07']
['1399056545', '592.1500', '592.2800', '592.1100', '592.2100', '3700', '2014-05-02 14:49:05']
['1399056609', '592.1300', '592.2600', '592.1300', '592.1600', '3900', '2014-05-02 14:50:09']
['1399056662', '592.0600', '592.2400', '592.0600', '592.2100', '7200', '2014-05-02 14:51:02']
['1399056720', '592.1400', '592.2100', '592.1000', '592.1000', '2300', '2014-05-02 14:52:00']
['1399056780', '592.0700', '592.1400', '591.9000', '592.1400', '17500', '2014-05-02 14:53:00']
['1399056842', '591.9000', '592.0800', '591.8900', '592.0200', '8700', '2014-05-02 14:54:02']
['1399056900', '591.8000', '591.9700', '591.8000', '591.9100', '7100', '2014-05-02 14:55:00']
['1399056972', '591.8100', '591.8600', '591.6600', '591.8480', '11400', '2014-05-02 14:56:12']
['1399057023', '591.7800', '591.9000', '591.7800', '591.8200', '6200', '2014-05-02 14:57:03']
['1399057084', '591.8000', '591.9100', '591.7900', '591.8960', '7600', '2014-05-02 14:58:04']
['1399057144', '591.7400', '591.8530', '591.6700', '591.8400', '7600', '2014-05-02 14:59:04']
['1399057202', '591.8600', '591.8700', '591.7600', '591.7900', '5400', '2014-05-02 15:00:02']
['1399057261', '591.7700', '591.8800', '591.7508', '591.8800', '7100', '2014-05-02 15:01:01']
['1399057321', '591.6800', '591.7700', '591.6600', '591.7600', '10300', '2014-05-02 15:02:01']
['1399057381', '591.6500', '591.7900', '591.5900', '591.7100', '16800', '2014-05-02 15:03:01']
['1399057449', '591.8900', '591.9500', '591.6400', '591.6400', '10200', '2014-05-02 15:04:09']
['1399057500', '592.0420', '592.1599', '591.8800', '591.8800', '21800', '2014-05-02 15:05:00']
['1399057569', '592.2200', '592.2400', '592.0460', '592.1399', '6700', '2014-05-02 15:06:09']
['1399057621', '592.2900', '592.3100', '592.0800', '592.2300', '13900', '2014-05-02 15:07:01']
['1399057682', '592.3600', '592.3700', '592.2900', '592.3300', '7100', '2014-05-02 15:08:02']
['1399057742', '592.5300', '592.5500', '592.3600', '592.4500', '17800', '2014-05-02 15:09:02']
['1399057800', '592.2801', '592.6300', '592.2500', '592.5300', '21500', '2014-05-02 15:10:00']
['1399057862', '592.3700', '592.4000', '592.1900', '592.3209', '11200', '2014-05-02 15:11:02']
['1399057923', '592.3900', '592.4180', '592.3300', '592.3300', '7700', '2014-05-02 15:12:03']
['1399057988', '592.5200', '592.5300', '592.3900', '592.3901', '6900', '2014-05-02 15:13:08']
['1399058044', '592.5500', '592.6200', '592.5000', '592.5300', '10900', '2014-05-02 15:14:04']
['1399058102', '592.8800', '592.8800', '592.5000', '592.5500', '19400', '2014-05-02 15:15:02']
['1399058160', '593.0000', '593.1200', '592.8700', '592.9000', '46500', '2014-05-02 15:16:00']
['1399058220', '593.1220', '593.2500', '592.9940', '592.9940', '23900', '2014-05-02 15:17:00']
['1399058280', '593.1000', '593.1800', '593.0100', '593.0801', '14300', '2014-05-02 15:18:00']
['1399058343', '592.9200', '593.0250', '592.8400', '593.0100', '28000', '2014-05-02 15:19:03']
['1399058402', '592.9500', '592.9600', '592.8000', '592.9200', '18300', '2014-05-02 15:20:02']
['1399058519', '592.8100', '592.9300', '592.6901', '592.9300', '13000', '2014-05-02 15:21:59']
['1399058520', '592.8800', '592.9000', '592.7400', '592.7600', '15600', '2014-05-02 15:22:00']
['1399058582', '592.8000', '592.8900', '592.7500', '592.8900', '12000', '2014-05-02 15:23:02']
['1399058643', '592.7900', '592.8850', '592.7000', '592.8100', '9900', '2014-05-02 15:24:03']
['1399058759', '592.6500', '592.7800', '592.5700', '592.7700', '19300', '2014-05-02 15:25:59']
['1399058760', '592.5300', '592.7800', '592.5300', '592.6200', '16200', '2014-05-02 15:26:00']
['1399058820', '592.5000', '592.6020', '592.5000', '592.5600', '15800', '2014-05-02 15:27:00']
['1399058882', '592.3500', '592.6000', '592.3300', '592.5100', '19000', '2014-05-02 15:28:02']
['1399058954', '592.3200', '592.4600', '592.2900', '592.3600', '12000', '2014-05-02 15:29:14']
['1399059001', '592.2900', '592.4300', '592.2900', '592.3400', '10600', '2014-05-02 15:30:01']
['1399059060', '592.3100', '592.3900', '592.2500', '592.3300', '11300', '2014-05-02 15:31:00']
['1399059120', '592.2000', '592.3600', '592.1500', '592.2500', '19200', '2014-05-02 15:32:00']
['1399059180', '592.0900', '592.3400', '592.0700', '592.1700', '28700', '2014-05-02 15:33:00']
['1399059242', '592.1100', '592.2000', '591.8930', '592.1200', '27200', '2014-05-02 15:34:02']
['1399059300', '591.8900', '592.0800', '591.8900', '592.0600', '22600', '2014-05-02 15:35:00']
['1399059360', '591.8900', '591.9990', '591.8300', '591.8700', '11300', '2014-05-02 15:36:00']
['1399059423', '591.7600', '591.9400', '591.7400', '591.9400', '17500', '2014-05-02 15:37:03']
['1399059481', '591.8225', '591.9700', '591.7338', '591.7600', '17300', '2014-05-02 15:38:01']
['1399059541', '591.9400', '592.0300', '591.8200', '591.8200', '20700', '2014-05-02 15:39:01']
['1399059610', '592.0700', '592.0900', '591.9500', '591.9700', '27900', '2014-05-02 15:40:10']
['1399059718', '592.4500', '592.4700', '592.0600', '592.1000', '43000', '2014-05-02 15:41:58']
['1399059779', '592.3200', '592.4399', '592.2400', '592.4200', '23200', '2014-05-02 15:42:59']
['1399059839', '592.5500', '592.5500', '592.2900', '592.3700', '20200', '2014-05-02 15:43:59']
['1399059898', '592.6400', '592.7000', '592.4100', '592.5300', '32900', '2014-05-02 15:44:58']
['1399059900', '592.3300', '592.6400', '592.2700', '592.6200', '40800', '2014-05-02 15:45:00']
['1399060019', '592.1200', '592.3500', '592.1100', '592.3500', '16500', '2014-05-02 15:46:59']
['1399060020', '591.9650', '592.1496', '591.8600', '592.1000', '24100', '2014-05-02 15:47:00']
['1399060139', '591.9400', '592.0100', '591.8300', '591.9400', '21200', '2014-05-02 15:48:59']
['1399060198', '591.9800', '592.0600', '591.8600', '591.9400', '29600', '2014-05-02 15:49:58']
['1399060200', '592.1000', '592.1400', '591.9800', '592.0000', '25100', '2014-05-02 15:50:00']
['1399060319', '592.2100', '592.2100', '592.0400', '592.1400', '30400', '2014-05-02 15:51:59']
['1399060379', '592.4100', '592.5300', '592.1301', '592.1700', '30900', '2014-05-02 15:52:59']
['1399060380', '592.4080', '592.4900', '592.3200', '592.3800', '29600', '2014-05-02 15:53:00']
['1399060440', '592.3700', '592.5200', '592.3300', '592.4000', '50000', '2014-05-02 15:54:00']
['1399060500', '592.3250', '592.4700', '592.2660', '592.4000', '31800', '2014-05-02 15:55:00']
['1399060619', '592.3600', '592.4400', '592.2600', '592.3600', '34000', '2014-05-02 15:56:59']
['1399060679', '592.4800', '592.5900', '592.2200', '592.3600', '55600', '2014-05-02 15:57:59']
['1399060680', '592.5700', '592.6999', '592.3500', '592.5300', '49700', '2014-05-02 15:58:00']
['1399060740', '592.6100', '592.6100', '592.6100', '592.6100', '100', '2014-05-02 15:59:00']
['1399060799', '592.4400', '592.7500', '592.4100', '592.6100', '0', '2014-05-02 15:59:59']
['1399060800', '592.5700', '592.5700', '592.5700', '592.5700', '100', '2014-05-02 16:00:00']
