2007-06-19-0000005272-0001236615,-6705.0,260110831.0,2007-06-19,2,2007-06-19,0000005272,0001236615,-6705.0,261110831.0,2007-06-19,2,2007-06-19,0000005272,0001236615
2007-06-19-0000005272-0001236615,-400000.0,260717536.0,2007-06-20,3,2007-06-19,0000005272,0001236615,-400000.0,260710831.0,2007-06-20,3,2007-06-19,0000005272,0001236615
2011-02-07-0000066740-0001304956,5062.0,12783.0,2011-02-07,1,2011-02-07,0000066740,0001304956,5061.24,12782.24,2011-02-07,1,2011-02-07,0000066740,0001304956
2011-02-07-0000066740-0001304956,,,,,,,,-1655.24,11127.0,2011-02-07,2,2011-02-07,0000066740,0001304956
2011-02-07-0000066740-0001304501,3624.0,18390.0,2011-02-07,1,2011-02-07,0000066740,0001304501,3623.55,18389.55,2011-02-07,1,2011-02-07,0000066740,0001304501
2011-02-07-0000066740-0001304501,,,,,,,,-1218.55,17171.0,2011-02-07,2,2011-02-07,0000066740,0001304501
2007-02-09-0000005272-0001236615,-1239.0,284914330.0,2007-02-09,1,2007-02-09,0000005272,0001236615,-764.0,284914805.0,2007-02-09,1,2007-02-09,0000005272,0001236615
2012-11-14-0001140859-0001191508,29843.0,113626.0,2012-11-14,1,2012-11-14,0001140859,0001191508,29843.0,113626.0,2012-11-14,1,2012-11-14,0001140859,0001191508
2010-02-05-0001086222-0001344702,7730.0,81306.0,2010-02-05,4,2010-02-05,0001086222,0001344702,9099.0,82675.0,2010-02-05,1,2010-02-05,0001086222,0001344702
2011-03-15-0000882095-0001334682,8350.0,38487.0,2011-03-15,1,2011-03-15,0000882095,0001334682,10020.0,40157.0,2011-03-15,1,2011-03-15,0000882095,0001334682
2011-03-15-0000882095-0001334682,-3897.0,34590.0,2011-03-15,2,2011-03-15,0000882095,0001334682,-4676.0,35481.0,2011-03-15,2,2011-03-15,0000882095,0001334682
2008-11-10-0000066740-0001328535,30793.0,40808.0,2008-11-10,1,2008-11-10,0000066740,0001328535,32077.0,42092.0,2008-11-10,1,2008-11-10,0000066740,0001328535
2008-06-02-0000768251-0001209871,-8000.0,32965.0,2008-06-02,2,2008-06-02,0000768251,0001209871,-8000.0,32965.0,2008-06-02,1,2008-06-02,0000768251,0001209871
2005-01-14-0000804212-0000908893,-13578.0,9481648.0,2004-12-06,1,2005-01-14,0000804212,0000908893,-13578.0,9481648.0,2004-12-06,1,2005-01-14,0000804212,0000908893
2005-01-14-0000804212-0000908893,-41125.0,9440523.0,2004-12-20,2,2005-01-14,0000804212,0000908893,-41125.0,9440523.0,2004-12-20,2,2005-01-14,0000804212,0000908893
2005-01-14-0000804212-0000908893,-14000.0,9426523.0,2005-01-05,3,2005-01-14,0000804212,0000908893,-14000.0,9426523.0,2005-01-05,3,2005-01-14,0000804212,0000908893
2005-01-14-0000804212-0000908893,-234000.0,9192523.0,2005-01-14,4,2005-01-14,0000804212,0000908893,-235597.0,9190926.0,2005-01-14,4,2005-01-14,0000804212,0000908893
2009-04-23-0001037868-0001190200,1260.0,43690.0,2009-04-23,1,2009-04-23,0001037868,0001190200,1260.0,43690.0,2009-04-23,1,2009-04-23,0001037868,0001190200
2010-06-15-0000004281-0001213731,-210.0,343485.0,2010-06-15,1,2010-06-15,0000004281,0001213731,-210.0,343485.0,2010-06-15,1,2010-06-15,0000004281,0001213731
2004-02-03-0001037868-0001190201,,,,,,,,-3000.0,52400.0,2004-02-03,2,2004-02-03,0001037868,0001190201
2006-02-01-0000051143-0001180460,-3213.0,22254.526,2006-02-01,2,2006-02-01,0000051143,0001180460,-3247.0,22220.526,2006-02-01,1,2006-02-01,0000051143,0001180460
2014-02-04-0000066740-0001465913,-1753.0,10640.316,2014-02-04,2,2014-02-04,0000066740,0001465913,-2705.0,9688.316,2014-02-04,1,2014-02-04,0000066740,0001465913
2007-01-29-0000768251-0001209873,19000.0,484642.0,2007-01-29,1,2007-01-29,0000768251,0001209873,19000.0,484642.0,2007-01-29,1,2007-01-29,0000768251,0001209873
2007-01-29-0000768251-0001209873,-19000.0,465642.0,2007-01-29,2,2007-01-29,0000768251,0001209873,-19000.0,465642.0,2007-01-29,2,2007-01-29,0000768251,0001209873
2007-01-29-0000768251-0001209873,9500.0,475142.0,2007-01-29,3,2007-01-29,0000768251,0001209873,9500.0,475142.0,2007-01-29,3,2007-01-29,0000768251,0001209873
2007-01-29-0000768251-0001209873,-9500.0,465642.0,2007-01-29,4,2007-01-29,0000768251,0001209873,-9500.0,465642.0,2007-01-29,4,2007-01-29,0000768251,0001209873
2007-01-29-0000768251-0001209873,-6100.0,459542.0,2007-01-30,5,2007-01-29,0000768251,0001209873,13334.0,478976.0,2007-01-30,5,2007-01-29,0000768251,0001209873
